,Rk,G,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Empty,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,Empty,D_eFG%,D_TOV%,D_ORB%,D_FTFTA,Team
2016-02-10,54,54,,TOR,W,117,112,127.5,122.0,91.8,0.697,0.184,0.589,52.9,62.9,5.4,10.9,,0.487,6.6,29.3,0.566,,0.512,5.7,75.0,0.279,MIN
2016-02-19,55,55,@,MEM,L,104,109,109.2,114.4,95.2,0.413,0.347,0.587,50.0,80.6,7.3,9.8,,0.487,18.4,26.2,0.413,,0.53,12.9,73.8,0.268,MIN
2016-02-20,56,56,,NYK,L,95,103,102.7,111.4,92.5,0.298,0.143,0.5,37.8,66.7,9.7,9.1,,0.458,6.9,14.9,0.214,,0.536,15.1,68.6,0.169,MIN
2016-02-22,57,57,,BOS,W,124,122,119.4,117.4,103.9,0.482,0.181,0.616,57.3,55.8,4.8,8.2,,0.566,14.5,34.9,0.361,,0.535,9.2,78.3,0.139,MIN
2015-10-27,1,1,@,GSW,L,95,111,94.9,110.9,100.1,0.325,0.217,0.501,37.1,60.0,9.0,4.5,,0.458,15.9,18.6,0.229,,0.474,15.9,54.3,0.208,NOP
2015-10-28,2,2,@,POR,L,94,112,93.1,111.0,100.9,0.198,0.363,0.475,43.3,52.8,6.9,3.6,,0.456,10.0,10.0,0.121,,0.568,11.3,85.0,0.136,NOP
2015-10-31,3,3,,GSW,L,120,134,114.0,127.3,105.3,0.23,0.22,0.545,55.8,47.8,3.8,7.4,,0.5,12.0,31.4,0.2,,0.649,9.1,91.4,0.298,NOP
2015-11-03,4,4,,ORL,L,94,103,92.0,100.8,102.2,0.278,0.4,0.465,45.5,71.9,11.7,12.5,,0.422,12.2,18.2,0.2,,0.506,15.9,78.3,0.133,NOP
2015-11-06,5,5,,ATL,L,115,121,116.3,122.3,98.9,0.286,0.357,0.608,43.8,71.4,9.1,12.5,,0.56,11.3,14.6,0.25,,0.591,14.0,81.3,0.39,NOP
2015-11-07,6,6,@,DAL,L,98,107,103.2,112.7,95.0,0.151,0.326,0.534,50.0,53.8,7.4,10.0,,0.506,11.6,16.3,0.128,,0.53,8.8,85.4,0.214,NOP
2015-11-10,7,7,,DAL,W,120,105,118.3,103.5,101.4,0.196,0.359,0.6,52.2,54.3,8.9,7.4,,0.576,9.9,20.0,0.152,,0.472,11.6,83.0,0.25,NOP
2015-11-11,8,8,@,ATL,L,98,106,101.0,109.3,97.0,0.181,0.349,0.547,47.6,56.8,6.2,0.0,,0.53,17.5,18.2,0.12,,0.547,11.4,80.0,0.14,NOP
2015-11-13,9,9,@,TOR,L,81,100,90.1,111.2,89.9,0.244,0.28,0.446,44.2,50.0,11.1,7.1,,0.409,13.4,22.2,0.171,,0.5,14.4,68.3,0.299,NOP
2015-11-15,10,10,@,NYK,L,87,95,94.7,103.4,91.8,0.268,0.296,0.548,46.8,50.0,5.4,7.1,,0.493,18.5,11.4,0.239,,0.455,8.5,76.2,0.17,NOP
2015-11-17,11,11,,DEN,L,98,115,110.4,129.6,88.8,0.133,0.277,0.558,43.4,61.0,4.5,14.5,,0.536,9.3,20.0,0.108,,0.618,12.5,69.4,0.118,NOP
2015-11-18,12,12,@,OKC,L,103,110,105.9,113.1,97.2,0.095,0.337,0.52,44.4,48.8,8.2,5.9,,0.495,10.0,22.7,0.095,,0.488,12.0,65.2,0.318,NOP
2015-11-20,13,13,,SAS,W,104,90,110.1,95.3,94.5,0.193,0.25,0.545,55.2,65.0,3.2,4.5,,0.5,8.6,15.6,0.182,,0.458,8.1,90.2,0.155,NOP
2015-11-22,14,14,,PHO,W,122,116,116.6,110.8,104.7,0.471,0.353,0.595,51.6,59.0,10.5,11.1,,0.524,12.0,22.2,0.388,,0.483,12.6,78.0,0.322,NOP
2015-11-25,15,15,@,PHO,W,120,114,117.4,111.6,102.2,0.42,0.272,0.625,48.8,47.6,3.9,8.6,,0.58,12.7,13.2,0.321,,0.51,8.7,77.1,0.167,NOP
2015-11-27,16,16,@,LAC,L,90,111,89.5,110.4,100.6,0.245,0.213,0.432,50.5,58.8,8.0,1.6,,0.388,10.3,25.4,0.181,,0.524,11.9,87.5,0.289,NOP
2015-11-28,17,17,@,UTA,L,87,101,94.0,109.1,92.5,0.435,0.246,0.529,41.7,65.5,8.6,6.3,,0.457,16.3,9.8,0.348,,0.518,14.1,72.1,0.195,NOP
2015-12-01,18,18,,MEM,L,104,113,113.8,123.6,91.4,0.407,0.333,0.544,43.0,71.4,3.3,13.8,,0.488,7.7,20.0,0.309,,0.489,5.6,68.3,0.278,NOP
2015-12-02,19,19,@,HOU,L,101,108,98.3,105.2,102.7,0.284,0.284,0.51,57.1,55.6,4.9,10.0,,0.449,18.9,32.7,0.25,,0.46,8.8,81.6,0.322,NOP
2015-12-04,20,20,,CLE,W (1 OT),114,108,114.4,108.4,90.2,0.365,0.294,0.578,51.7,59.5,10.0,3.6,,0.547,13.2,26.2,0.247,,0.494,12.3,74.5,0.225,NOP
2015-12-07,21,21,,BOS,L,93,111,96.3,115.0,96.5,0.2,0.144,0.475,48.9,56.8,8.3,11.3,,0.433,12.5,26.5,0.167,,0.568,15.7,75.6,0.235,NOP
2015-12-11,22,22,,WAS,W,107,105,115.4,113.3,92.7,0.228,0.342,0.616,55.4,53.8,9.7,0.0,,0.595,15.5,20.6,0.165,,0.575,10.1,85.0,0.163,NOP
2015-12-12,23,23,@,CHI,L,94,98,97.7,101.8,96.2,0.124,0.18,0.501,46.1,65.0,9.4,10.3,,0.483,9.6,10.9,0.09,,0.474,12.5,83.7,0.308,NOP
2015-12-14,24,24,@,POR,L,101,105,104.5,108.7,96.6,0.329,0.305,0.538,45.1,41.7,9.3,18.4,,0.488,8.7,11.1,0.256,,0.512,13.8,78.3,0.272,NOP
2015-12-16,25,25,@,UTA,W,104,94,122.3,110.5,85.1,0.384,0.288,0.609,51.4,41.2,10.6,4.3,,0.534,10.5,21.6,0.356,,0.53,13.1,84.8,0.343,NOP
2015-12-18,26,26,@,PHO,L,88,104,91.5,108.2,96.1,0.535,0.31,0.502,44.4,50.0,8.3,10.3,,0.394,19.3,23.3,0.451,,0.56,17.2,68.4,0.119,NOP
2015-12-20,27,27,@,DEN,W,130,125,137.7,132.4,94.4,0.5,0.308,0.683,48.0,54.5,4.2,18.0,,0.635,9.5,21.2,0.397,,0.557,4.5,69.0,0.188,NOP
2015-12-23,28,28,,POR,W,115,89,120.4,93.2,95.5,0.271,0.365,0.604,45.8,65.9,5.2,11.9,,0.559,10.4,18.2,0.235,,0.384,11.0,65.1,0.168,NOP
2015-12-25,29,29,@,MIA,L (1 OT),88,94,85.1,90.9,93.7,0.122,0.222,0.464,44.1,52.8,9.7,4.8,,0.433,15.2,13.2,0.111,,0.432,14.5,77.6,0.205,NOP
2015-12-26,30,30,,HOU,W,110,108,121.5,119.3,90.5,0.347,0.32,0.636,53.3,65.8,5.5,15.7,,0.593,14.8,24.2,0.28,,0.542,9.7,76.2,0.202,NOP
2015-12-28,31,31,@,ORL,L,89,104,98.0,114.6,90.8,0.181,0.241,0.497,53.2,62.2,5.5,7.7,,0.476,12.7,23.3,0.12,,0.591,9.4,88.9,0.085,NOP
2015-12-31,32,32,,LAC,L,89,95,93.2,99.5,95.5,0.183,0.305,0.502,47.2,58.3,6.3,5.4,,0.482,14.5,12.8,0.122,,0.444,10.9,74.0,0.167,NOP
2016-01-02,33,33,@,DAL,W,105,98,104.3,97.3,100.7,0.289,0.241,0.561,61.6,47.5,7.9,3.4,,0.518,16.9,23.1,0.229,,0.494,12.5,93.6,0.193,NOP
2016-01-06,34,34,,DAL,L,91,100,97.5,107.1,93.3,0.217,0.326,0.451,49.5,64.7,7.5,8.5,,0.408,9.0,26.8,0.174,,0.466,9.4,76.6,0.218,NOP
2016-01-08,35,35,,IND,L,86,91,88.8,94.0,96.8,0.241,0.349,0.468,40.7,67.7,21.7,8.3,,0.428,14.0,16.7,0.181,,0.475,21.2,67.4,0.173,NOP
2016-01-10,36,36,@,LAC,L (1 OT),111,114,102.7,105.5,97.9,0.29,0.3,0.492,54.4,50.0,7.4,3.8,,0.44,11.0,27.8,0.23,,0.539,11.9,83.7,0.202,NOP
2016-01-12,37,37,@,LAL,L,91,95,96.7,100.9,94.1,0.154,0.253,0.468,52.0,52.6,2.1,10.3,,0.451,10.2,25.0,0.099,,0.402,7.3,78.0,0.287,NOP
2016-01-13,38,38,@,SAC,W,109,97,112.7,100.3,96.7,0.11,0.33,0.52,46.4,64.3,10.3,4.9,,0.5,6.3,23.6,0.09,,0.524,16.6,76.2,0.107,NOP
2016-01-15,39,39,,CHO,W,109,107,115.4,113.3,94.5,0.149,0.31,0.588,50.0,67.4,7.4,13.7,,0.563,7.9,18.6,0.126,,0.57,10.8,90.9,0.105,NOP
2016-01-18,40,40,@,MEM,L,99,101,112.4,114.7,88.1,0.311,0.257,0.588,45.9,52.8,9.1,8.9,,0.527,15.1,17.1,0.284,,0.52,10.2,71.8,0.307,NOP
2016-01-19,41,41,,MIN,W,114,99,123.1,106.9,92.6,0.277,0.277,0.612,50.6,50.0,9.7,9.7,,0.566,13.9,30.8,0.241,,0.493,15.1,70.0,0.316,NOP
2016-01-21,42,42,,DET,W,115,99,125.4,107.9,91.7,0.209,0.14,0.612,50.0,56.5,8.7,8.2,,0.564,8.7,29.7,0.209,,0.456,13.1,64.7,0.176,NOP
2016-01-23,43,43,,MIL,W,116,99,123.3,105.2,94.1,0.181,0.33,0.572,48.8,76.7,10.6,6.8,,0.548,7.3,24.5,0.138,,0.568,18.0,82.9,0.203,NOP
2016-01-25,44,44,,HOU,L,111,112,117.5,118.6,94.4,0.275,0.319,0.544,56.8,54.8,8.5,10.0,,0.533,10.5,34.0,0.154,,0.594,12.7,82.9,0.213,NOP
2016-01-28,45,45,,SAC,W,114,105,107.8,99.3,105.8,0.245,0.265,0.525,54.0,58.1,8.5,9.8,,0.49,11.4,25.0,0.184,,0.506,11.7,89.7,0.169,NOP
2016-01-30,46,46,,BRK,W,105,103,114.8,112.6,91.4,0.108,0.29,0.539,52.2,55.8,6.6,9.4,,0.522,8.5,29.2,0.086,,0.53,9.6,77.3,0.167,NOP
2016-02-01,47,47,,MEM,L,95,110,106.2,123.0,89.4,0.239,0.295,0.488,48.1,52.8,8.9,7.3,,0.466,8.5,27.5,0.148,,0.669,15.1,88.5,0.211,NOP
2016-02-03,48,48,@,SAS,L,97,110,99.0,112.2,98.0,0.156,0.211,0.504,55.6,51.2,12.2,6.1,,0.472,14.3,25.6,0.133,,0.574,13.6,89.5,0.21,NOP
2016-02-04,49,49,,LAL,L,96,99,100.9,104.1,95.1,0.306,0.235,0.498,45.5,41.0,8.4,6.6,,0.482,6.8,15.2,0.165,,0.525,15.1,78.6,0.173,NOP
2016-02-06,50,50,@,CLE,L,84,99,94.4,111.2,89.0,0.184,0.264,0.447,46.2,52.9,5.6,4.1,,0.42,7.8,25.0,0.126,,0.511,11.4,74.4,0.078,NOP
2016-02-08,51,51,@,MIN,W,116,102,119.8,105.3,96.8,0.206,0.247,0.548,45.1,46.8,7.2,4.3,,0.536,3.6,18.8,0.124,,0.457,11.1,74.4,0.346,NOP
2016-02-10,52,52,,UTA,W,100,96,110.5,106.0,90.5,0.256,0.232,0.548,47.6,59.0,9.9,6.1,,0.524,9.0,20.0,0.171,,0.521,17.0,79.5,0.329,NOP
2016-02-11,53,53,@,OKC,L,95,121,95.9,122.2,99.0,0.273,0.182,0.482,38.3,44.7,13.1,3.7,,0.449,6.6,14.6,0.182,,0.593,15.8,72.7,0.221,NOP
2016-02-19,54,54,,PHI,W,121,114,119.1,112.2,101.6,0.494,0.21,0.614,56.8,53.7,11.8,8.2,,0.549,14.0,27.5,0.395,,0.605,17.9,91.2,0.289,NOP
2016-02-21,55,55,@,DET,W,111,106,110.7,105.7,100.2,0.337,0.233,0.562,55.4,56.1,5.0,3.6,,0.5,13.2,26.8,0.291,,0.483,9.6,78.4,0.225,NOP
2016-02-23,56,56,@,WAS,L,89,109,84.5,103.5,105.3,0.398,0.277,0.456,46.6,58.6,7.6,5.9,,0.386,14.1,14.3,0.301,,0.521,12.1,85.1,0.117,NOP
2015-10-28,1,1,@,MIL,W,122,97,128.2,101.9,95.2,0.376,0.247,0.563,51.0,57.1,11.6,10.3,,0.5,9.2,39.6,0.312,,0.401,15.3,62.5,0.326,NYK
2015-10-29,2,2,,ATL,L,101,112,99.4,110.2,101.7,0.226,0.312,0.494,55.2,55.3,9.8,6.8,,0.441,17.0,33.3,0.204,,0.566,13.7,82.1,0.217,NYK
2015-10-31,3,3,@,WAS,W,117,110,110.5,103.8,105.9,0.372,0.221,0.585,48.2,51.2,7.6,7.4,,0.529,15.2,22.0,0.302,,0.456,14.0,73.8,0.311,NYK
2015-11-02,4,4,,SAS,L,84,94,94.1,105.4,89.2,0.236,0.146,0.428,52.1,53.1,9.0,4.5,,0.382,9.2,31.5,0.18,,0.519,13.1,80.0,0.152,NYK
2015-11-04,5,5,@,CLE,L,86,96,92.2,102.9,93.3,0.179,0.286,0.475,45.5,48.5,6.4,12.5,,0.44,11.7,18.8,0.143,,0.44,10.2,77.5,0.277,NYK
2015-11-06,6,6,,MIL,L,92,99,102.5,110.3,89.7,0.346,0.296,0.493,51.2,60.6,3.3,7.5,,0.432,13.8,33.3,0.272,,0.451,11.3,69.0,0.321,NYK
2015-11-08,7,7,,LAL,W,99,95,103.9,99.7,95.3,0.345,0.321,0.512,53.1,66.7,5.2,7.5,,0.446,8.5,22.7,0.286,,0.431,8.0,77.8,0.149,NYK
2015-11-10,8,8,@,TOR,W,111,109,116.4,114.3,95.4,0.189,0.242,0.539,47.3,52.4,8.4,10.4,,0.5,8.0,27.1,0.168,,0.464,9.8,68.9,0.369,NYK
2015-11-11,9,9,@,CHO,L,93,95,101.4,103.6,91.7,0.081,0.244,0.522,61.2,47.6,5.5,8.2,,0.512,15.2,29.7,0.058,,0.464,4.9,85.4,0.202,NYK
2015-11-13,10,10,,CLE,L,84,90,93.1,99.8,90.2,0.266,0.342,0.476,48.4,55.2,7.8,8.0,,0.424,13.7,21.3,0.215,,0.462,11.6,75.0,0.231,NYK
2015-11-15,11,11,,NOP,W,95,87,103.4,94.7,91.8,0.216,0.205,0.493,53.2,47.4,8.7,8.0,,0.455,8.5,23.8,0.17,,0.493,18.5,88.6,0.239,NYK
2015-11-17,12,12,,CHO,W,102,94,110.7,102.0,92.2,0.236,0.225,0.519,51.7,61.1,4.3,9.7,,0.461,9.2,22.7,0.225,,0.47,7.0,81.4,0.207,NYK
2015-11-20,13,13,@,OKC,W,93,90,101.1,97.9,92.0,0.319,0.278,0.566,42.4,69.7,10.9,7.9,,0.542,19.6,17.6,0.208,,0.397,12.1,58.8,0.185,NYK
2015-11-21,14,14,@,HOU,W,107,102,126.4,120.5,84.6,0.425,0.313,0.563,51.7,58.8,4.7,15.1,,0.5,10.4,42.2,0.338,,0.506,11.4,61.9,0.247,NYK
2015-11-23,15,15,@,MIA,L,78,95,88.4,107.7,88.2,0.241,0.276,0.405,46.7,42.9,7.9,6.5,,0.345,10.3,27.3,0.207,,0.414,8.5,68.0,0.346,NYK
2015-11-25,16,16,@,ORL,L,91,100,102.1,112.2,89.1,0.301,0.325,0.484,49.5,51.6,2.2,14.3,,0.428,10.5,26.7,0.241,,0.424,6.5,70.0,0.314,NYK
2015-11-27,17,17,,MIA,L,78,97,86.0,107.0,90.7,0.176,0.165,0.426,48.1,50.0,7.7,8.5,,0.394,9.8,17.1,0.129,,0.48,12.0,80.0,0.316,NYK
2015-11-29,18,18,,HOU,L (1 OT),111,116,111.3,116.3,90.3,0.218,0.231,0.649,52.4,48.9,5.0,10.0,,0.615,19.7,18.5,0.192,,0.489,6.7,69.1,0.242,NYK
2015-12-02,19,19,,PHI,W,99,87,97.0,85.2,102.1,0.25,0.216,0.507,54.3,50.0,4.9,16.1,,0.455,14.8,18.6,0.216,,0.424,11.9,85.7,0.163,NYK
2015-12-04,20,20,,BRK,W,108,91,111.2,93.7,97.2,0.241,0.31,0.561,47.3,64.1,8.2,7.5,,0.517,11.9,18.2,0.207,,0.445,11.8,73.5,0.11,NYK
2015-12-05,21,21,@,MIL,L,91,106,94.4,109.9,96.4,0.368,0.329,0.515,43.0,68.8,4.1,4.7,,0.461,14.5,14.3,0.276,,0.506,11.5,70.5,0.18,NYK
2015-12-07,22,22,,DAL,L,97,104,103.3,110.8,93.9,0.107,0.298,0.551,46.3,62.5,4.3,7.8,,0.53,12.9,7.7,0.095,,0.53,9.0,82.9,0.207,NYK
2015-12-09,23,23,@,UTA,L,85,106,92.2,115.0,92.2,0.346,0.269,0.473,41.4,64.5,10.8,5.1,,0.449,10.0,14.3,0.192,,0.544,13.4,76.3,0.238,NYK
2015-12-10,24,24,@,SAC,L,97,99,97.9,99.9,99.1,0.337,0.349,0.509,55.1,51.5,9.1,7.8,,0.452,15.9,27.7,0.265,,0.468,10.7,80.4,0.129,NYK
2015-12-12,25,25,@,POR,W,112,110,125.3,123.0,89.4,0.373,0.28,0.641,46.6,43.6,3.4,4.4,,0.58,11.2,21.9,0.333,,0.494,6.4,65.9,0.247,NYK
2015-12-16,26,26,,MIN,W,107,102,112.5,107.3,95.1,0.353,0.247,0.545,50.0,75.7,2.1,12.5,,0.482,12.5,29.2,0.294,,0.436,6.1,69.2,0.139,NYK
2015-12-18,27,27,@,PHI,W,107,97,109.1,98.9,98.1,0.329,0.224,0.55,57.6,60.0,8.2,11.3,,0.506,13.4,30.4,0.247,,0.519,14.3,89.7,0.221,NYK
2015-12-19,28,28,,CHI,W,107,91,116.5,99.1,91.8,0.293,0.244,0.578,47.8,46.3,6.5,2.7,,0.53,10.6,25.6,0.244,,0.42,11.4,64.7,0.128,NYK
2015-12-21,29,29,,ORL,L,99,107,112.0,121.0,88.4,0.211,0.316,0.596,54.2,53.8,5.7,9.4,,0.559,15.3,26.5,0.184,,0.57,9.0,78.9,0.105,NYK
2015-12-23,30,30,@,CLE,L,84,91,97.3,105.4,86.3,0.195,0.195,0.472,47.8,59.4,5.8,11.5,,0.421,11.0,20.9,0.183,,0.416,6.9,71.4,0.265,NYK
2015-12-26,31,31,@,ATL,L,98,117,103.6,123.7,94.6,0.21,0.296,0.554,53.2,64.1,6.3,12.7,,0.525,19.9,30.8,0.16,,0.58,8.6,75.0,0.17,NYK
2015-12-27,32,32,@,BOS,L,91,100,95.9,105.4,94.9,0.27,0.213,0.457,48.5,45.5,6.3,6.2,,0.393,11.5,25.0,0.236,,0.471,9.3,74.5,0.235,NYK
2015-12-29,33,33,,DET,W,108,96,123.2,109.5,87.7,0.215,0.203,0.624,48.0,53.5,5.7,12.9,,0.595,10.4,20.0,0.177,,0.472,9.4,66.7,0.135,NYK
2016-01-01,34,34,@,CHI,L,81,108,91.9,122.5,88.1,0.202,0.226,0.443,43.8,51.6,3.4,10.1,,0.405,10.7,21.6,0.155,,0.518,6.8,68.9,0.235,NYK
2016-01-03,35,35,,ATL,W,111,97,116.0,101.4,95.7,0.159,0.295,0.589,59.0,61.4,8.4,12.1,,0.563,14.5,33.3,0.136,,0.488,13.9,81.0,0.179,NYK
2016-01-05,36,36,@,ATL,W,107,101,118.0,111.4,90.6,0.286,0.214,0.566,52.9,50.0,7.7,12.5,,0.506,8.7,28.9,0.262,,0.511,12.0,71.4,0.138,NYK
2016-01-06,37,37,@,MIA,W,98,90,115.9,106.4,84.6,0.257,0.114,0.629,49.3,38.5,7.1,7.7,,0.579,12.4,17.9,0.243,,0.463,12.8,70.7,0.171,NYK
2016-01-08,38,38,@,SAS,L,99,100,105.9,106.9,93.5,0.187,0.231,0.503,47.3,50.0,1.1,5.0,,0.467,7.5,21.3,0.154,,0.462,7.4,73.9,0.151,NYK
2016-01-10,39,39,,MIL,W,100,88,114.4,100.7,87.4,0.214,0.286,0.544,50.6,64.1,5.7,10.4,,0.506,10.7,30.0,0.179,,0.419,10.6,68.9,0.263,NYK
2016-01-12,40,40,,BOS,W,120,114,122.9,116.8,97.6,0.37,0.247,0.637,48.1,55.8,5.1,8.8,,0.574,10.5,14.6,0.333,,0.541,8.5,82.5,0.244,NYK
2016-01-13,41,41,@,BRK,L,104,110,106.3,112.5,97.8,0.253,0.242,0.514,51.1,46.3,10.2,4.3,,0.489,11.4,28.8,0.165,,0.576,14.0,80.0,0.128,NYK
2016-01-16,42,42,@,MEM,L,95,103,109.3,118.5,86.9,0.312,0.26,0.542,45.0,57.1,4.6,8.3,,0.487,8.4,16.2,0.26,,0.506,7.9,69.8,0.244,NYK
2016-01-18,43,43,,PHI,W (2 OT),119,113,104.0,98.8,94.7,0.309,0.206,0.54,51.0,60.5,5.2,10.8,,0.485,11.3,18.5,0.258,,0.49,10.3,86.0,0.127,NYK
2016-01-20,44,44,,UTA,W (1 OT),118,111,128.5,120.8,83.2,0.2,0.189,0.603,48.7,42.6,3.3,11.9,,0.561,8.4,31.6,0.189,,0.5,10.7,65.0,0.291,NYK
2016-01-22,45,45,,LAC,L,88,116,94.3,124.4,93.3,0.235,0.212,0.469,53.8,72.7,5.4,3.8,,0.412,15.3,26.7,0.212,,0.651,9.4,90.9,0.224,NYK
2016-01-23,46,46,@,CHO,L,84,97,88.0,101.6,95.4,0.416,0.312,0.461,51.0,79.3,4.2,15.7,,0.422,13.3,17.4,0.247,,0.396,10.1,79.6,0.39,NYK
2016-01-26,47,47,,OKC,L (1 OT),122,128,115.3,121.0,95.8,0.316,0.242,0.564,41.6,54.5,8.5,8.9,,0.521,7.7,17.3,0.242,,0.52,10.4,67.3,0.253,NYK
2016-01-28,48,48,@,TOR,L,93,103,103.7,114.9,89.6,0.23,0.207,0.485,44.4,52.6,6.7,12.3,,0.477,8.6,25.5,0.115,,0.482,9.3,65.1,0.247,NYK
2016-01-29,49,49,,PHO,W,102,84,110.8,91.2,92.1,0.31,0.238,0.534,51.0,66.7,13.0,11.9,,0.47,7.7,22.2,0.274,,0.453,15.1,76.5,0.082,NYK
2016-01-31,50,50,,GSW,L,95,116,97.6,119.2,97.3,0.289,0.2,0.468,48.2,57.6,6.2,9.1,,0.4,9.8,22.6,0.256,,0.685,17.8,90.6,0.219,NYK
2016-02-02,51,51,,BOS,L,89,97,96.6,105.3,92.1,0.341,0.244,0.472,52.6,41.9,3.3,5.6,,0.415,14.5,32.7,0.256,,0.461,9.3,73.9,0.156,NYK
2016-02-04,52,52,@,DET,L,105,111,105.7,111.8,99.3,0.405,0.262,0.531,50.6,55.6,7.0,0.0,,0.464,8.3,17.4,0.321,,0.563,12.2,89.7,0.278,NYK
2016-02-05,53,53,,MEM,L,85,91,97.4,104.3,87.2,0.213,0.363,0.486,56.0,50.0,2.3,10.3,,0.438,13.8,29.8,0.188,,0.461,9.4,89.2,0.276,NYK
2016-02-07,54,54,,DEN,L,96,101,104.8,110.2,91.6,0.238,0.262,0.517,48.9,51.4,2.2,9.2,,0.488,9.7,21.3,0.167,,0.459,6.6,76.6,0.256,NYK
2016-02-09,55,55,,WAS,L,108,111,112.7,115.8,95.8,0.169,0.313,0.606,59.0,50.0,6.3,9.6,,0.578,14.4,18.9,0.145,,0.603,10.1,95.1,0.218,NYK
2016-02-19,56,56,@,BRK,L,98,109,103.5,115.1,94.7,0.22,0.317,0.545,51.2,55.6,6.3,8.7,,0.5,15.1,18.6,0.195,,0.535,6.9,83.7,0.198,NYK
2016-02-20,57,57,@,MIN,W,103,95,111.4,102.7,92.5,0.193,0.205,0.572,62.2,40.5,4.3,9.7,,0.536,15.1,31.4,0.169,,0.458,6.9,85.1,0.214,NYK
2016-02-22,58,58,,TOR,L,95,122,107.2,137.7,88.6,0.274,0.238,0.505,46.0,48.6,2.3,4.8,,0.476,7.8,26.1,0.179,,0.592,5.8,68.3,0.218,NYK
2015-10-28,1,1,,SAS,W,112,106,110.2,104.3,101.6,0.256,0.221,0.585,55.6,50.0,6.9,5.1,,0.529,16.6,27.5,0.244,,0.511,11.6,82.9,0.118,OKC
2015-10-30,2,2,@,ORL,W (2 OT),139,136,115.2,112.7,99.8,0.345,0.245,0.548,55.9,38.0,6.6,12.3,,0.491,13.6,38.6,0.282,,0.5,11.5,74.1,0.283,OKC
2015-11-01,3,3,,DEN,W,117,93,122.3,97.2,95.6,0.209,0.291,0.623,58.8,71.1,9.4,15.2,,0.599,16.8,38.2,0.163,,0.429,11.5,72.5,0.152,OKC
2015-11-02,4,4,@,HOU,L,105,110,102.0,106.9,102.9,0.262,0.274,0.56,61.8,42.5,6.8,15.0,,0.536,20.4,34.1,0.179,,0.511,10.5,85.4,0.213,OKC
2015-11-04,5,5,,TOR,L,98,103,103.4,108.6,94.8,0.171,0.28,0.556,47.7,66.7,8.4,15.4,,0.524,17.7,25.0,0.146,,0.449,12.7,71.4,0.405,OKC
2015-11-05,6,6,@,CHI,L,98,104,107.2,113.8,91.4,0.238,0.155,0.528,48.4,55.3,2.2,11.1,,0.482,8.8,20.0,0.202,,0.483,5.7,76.1,0.189,OKC
2015-11-08,7,7,,PHO,W,124,103,117.4,97.6,105.6,0.319,0.213,0.578,61.2,53.1,13.3,11.8,,0.543,12.3,39.5,0.234,,0.494,19.4,83.3,0.238,OKC
2015-11-10,8,8,@,WAS,W,125,101,125.2,101.2,99.9,0.337,0.267,0.633,56.4,61.4,4.0,2.7,,0.599,10.8,25.6,0.256,,0.418,6.9,78.2,0.206,OKC
2015-11-13,9,9,,PHI,W,102,85,103.4,86.1,98.7,0.216,0.258,0.48,56.1,51.3,9.1,18.8,,0.443,10.9,34.0,0.165,,0.378,14.7,76.5,0.233,OKC
2015-11-15,10,10,,BOS,L,85,100,90.6,106.6,93.8,0.377,0.325,0.473,42.0,64.3,10.7,10.2,,0.403,16.7,22.2,0.299,,0.53,16.5,66.7,0.159,OKC
2015-11-16,11,11,@,MEM,L,114,122,118.0,126.3,96.6,0.383,0.296,0.602,56.4,53.7,7.2,9.0,,0.568,16.7,35.3,0.272,,0.512,9.0,72.7,0.429,OKC
2015-11-18,12,12,,NOP,W,110,103,113.1,105.9,97.2,0.471,0.2,0.536,55.6,50.0,6.2,6.3,,0.488,12.0,34.8,0.318,,0.495,10.0,77.3,0.095,OKC
2015-11-20,13,13,,NYK,L,90,93,97.9,101.1,92.0,0.25,0.315,0.441,57.6,34.3,9.8,7.7,,0.397,12.1,41.2,0.185,,0.542,19.6,82.4,0.208,OKC
2015-11-22,14,14,,DAL,W,117,114,118.0,115.0,99.1,0.2,0.244,0.597,53.2,53.2,8.1,9.4,,0.572,14.0,34.1,0.156,,0.59,15.1,75.0,0.193,OKC
2015-11-23,15,15,@,UTA,W,111,89,117.4,94.2,94.5,0.234,0.351,0.654,46.8,52.4,12.7,18.5,,0.617,15.9,17.6,0.208,,0.418,18.8,69.8,0.384,OKC
2015-11-25,16,16,,BRK,W,110,99,107.4,96.7,102.4,0.269,0.308,0.63,48.3,63.4,10.7,8.6,,0.59,17.9,10.5,0.231,,0.473,14.6,77.6,0.106,OKC
2015-11-27,17,17,,DET,W,103,87,111.4,94.1,92.5,0.329,0.304,0.569,60.4,51.4,2.2,14.8,,0.513,16.6,32.4,0.278,,0.394,7.5,78.0,0.178,OKC
2015-11-30,18,18,@,ATL,L,100,106,104.4,110.6,95.8,0.237,0.204,0.487,48.5,51.4,8.3,12.9,,0.435,9.7,26.0,0.204,,0.489,10.8,71.4,0.2,OKC
2015-12-03,19,19,@,MIA,L,95,97,102.4,104.5,92.8,0.304,0.203,0.53,55.7,42.9,5.4,1.5,,0.468,14.3,23.7,0.266,,0.512,8.9,85.4,0.173,OKC
