,Rk,G,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Empty,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,Empty,D_eFG%,D_TOV%,D_ORB%,D_FTFTA,Team
2016-02-19,53,53,,DAL,W (1 OT),110,104,103.9,98.3,95.9,0.167,0.343,0.502,58.3,61.0,9.4,8.3,,0.466,9.9,26.4,0.147,,0.522,15.7,89.1,0.124,ORL
2016-02-21,54,54,,IND,L,102,105,97.2,100.0,104.9,0.319,0.275,0.492,50.6,71.1,11.4,5.1,,0.456,11.9,22.0,0.209,,0.555,18.7,87.2,0.171,ORL
2016-02-23,55,55,@,PHI,W,124,115,122.1,113.2,101.6,0.482,0.165,0.602,54.4,63.4,10.8,3.4,,0.524,9.6,30.2,0.412,,0.608,19.6,83.3,0.241,ORL
2015-10-28,1,1,@,BOS,L,95,112,95.5,112.6,99.5,0.277,0.265,0.51,52.9,35.3,11.1,9.8,,0.452,19.1,31.1,0.241,,0.506,14.9,76.2,0.306,PHI
2015-10-30,2,2,,UTA,L,71,99,80.6,112.4,88.1,0.587,0.238,0.448,43.3,78.9,4.5,6.7,,0.349,18.5,17.4,0.429,,0.449,6.6,70.5,0.227,PHI
2015-11-02,3,3,,CLE,L,100,107,103.2,110.4,96.9,0.271,0.282,0.526,46.3,57.9,7.2,8.5,,0.488,12.0,20.0,0.2,,0.568,15.1,80.0,0.185,PHI
2015-11-04,4,4,@,MIL,L,87,91,94.9,99.2,91.7,0.185,0.346,0.497,58.6,67.6,4.4,14.3,,0.457,17.0,30.0,0.16,,0.453,9.7,83.0,0.151,PHI
2015-11-06,5,5,@,CLE,L,102,108,106.4,112.6,95.9,0.19,0.291,0.596,45.8,56.1,9.4,6.5,,0.582,15.7,17.1,0.127,,0.568,15.4,73.8,0.091,PHI
2015-11-07,6,6,,ORL,L,97,105,103.1,111.6,94.1,0.325,0.413,0.53,48.1,66.7,6.4,14.3,,0.519,14.9,24.4,0.175,,0.506,12.2,73.7,0.253,PHI
2015-11-09,7,7,,CHI,L,88,111,84.3,106.4,104.4,0.23,0.25,0.4,47.3,54.3,5.7,12.7,,0.375,10.6,25.0,0.13,,0.479,11.7,74.0,0.198,PHI
2015-11-11,8,8,,TOR,L,103,119,112.2,129.6,91.8,0.195,0.333,0.545,39.8,70.0,2.2,9.9,,0.529,10.4,22.0,0.126,,0.511,7.2,60.5,0.315,PHI
2015-11-13,9,9,@,OKC,L,85,102,86.1,103.4,98.7,0.326,0.198,0.432,43.9,53.3,11.1,9.7,,0.378,14.7,23.5,0.233,,0.443,10.9,66.0,0.165,PHI
2015-11-14,10,10,@,SAS,L,83,92,88.0,97.5,94.3,0.134,0.268,0.478,43.2,45.5,7.4,4.3,,0.451,14.7,12.5,0.11,,0.418,11.9,74.5,0.247,PHI
2015-11-16,11,11,,DAL,L,86,92,84.9,90.9,101.3,0.263,0.289,0.507,54.1,47.1,8.9,7.7,,0.48,24.2,19.5,0.171,,0.441,17.6,86.4,0.329,PHI
2015-11-18,12,12,,IND,L,85,112,82.9,109.2,102.5,0.211,0.329,0.512,47.3,40.0,8.8,12.3,,0.493,25.9,17.9,0.132,,0.522,15.2,69.2,0.174,PHI
2015-11-20,13,13,@,CHO,L,88,113,92.7,119.1,94.9,0.278,0.329,0.496,50.6,65.6,5.3,10.7,,0.456,16.1,20.0,0.203,,0.568,10.8,86.8,0.259,PHI
2015-11-21,14,14,@,MIA,L,91,96,95.9,101.2,94.9,0.293,0.378,0.492,48.9,51.6,7.4,15.7,,0.439,14.7,21.7,0.232,,0.471,15.3,78.6,0.449,PHI
2015-11-23,15,15,@,MIN,L,95,100,99.0,104.3,95.9,0.346,0.397,0.528,50.0,46.9,10.4,9.1,,0.474,17.5,25.0,0.269,,0.481,15.9,78.9,0.321,PHI
2015-11-25,16,16,@,BOS,L,80,84,79.9,83.9,100.2,0.181,0.325,0.446,48.1,38.7,11.0,22.6,,0.416,16.7,14.0,0.133,,0.39,13.9,79.6,0.143,PHI
2015-11-27,17,17,@,HOU,L,114,116,115.9,118.0,98.3,0.313,0.422,0.604,40.2,60.0,18.3,9.4,,0.578,11.3,17.0,0.217,,0.596,19.8,71.4,0.397,PHI
2015-11-29,18,18,@,MEM,L,84,92,83.6,91.6,100.5,0.208,0.468,0.5,45.6,76.7,17.9,13.2,,0.468,22.9,19.0,0.156,,0.444,21.9,68.8,0.247,PHI
2015-12-01,19,19,,LAL,W,103,91,109.6,96.9,94.0,0.291,0.405,0.578,50.5,75.7,6.4,14.5,,0.557,14.4,22.7,0.19,,0.416,9.9,75.5,0.191,PHI
2015-12-02,20,20,@,NYK,L,87,99,85.2,97.0,102.1,0.279,0.349,0.45,45.7,34.4,7.8,10.1,,0.424,11.9,14.3,0.163,,0.455,14.8,81.4,0.216,PHI
2015-12-05,21,21,,DEN,L,105,108,106.3,109.3,98.8,0.351,0.419,0.614,46.0,59.5,11.1,16.0,,0.601,19.0,17.1,0.216,,0.525,14.8,71.7,0.284,PHI
2015-12-07,22,22,,SAS,L,68,119,77.4,135.4,87.9,0.28,0.32,0.404,39.7,53.8,3.4,1.5,,0.373,13.4,13.0,0.16,,0.645,7.4,78.1,0.276,PHI
2015-12-10,23,23,@,BRK,L,91,100,99.2,109.0,91.7,0.253,0.356,0.471,46.9,50.0,15.3,10.0,,0.414,9.4,27.7,0.218,,0.541,18.1,73.5,0.27,PHI
2015-12-11,24,24,,DET,L,95,107,99.4,112.0,95.6,0.3,0.225,0.525,47.8,61.1,5.2,7.6,,0.488,18.8,29.5,0.213,,0.516,12.3,64.6,0.118,PHI
2015-12-13,25,25,@,TOR,L,76,96,82.7,104.5,91.9,0.167,0.333,0.421,55.9,64.3,1.1,16.1,,0.393,19.6,31.3,0.119,,0.455,7.9,82.2,0.321,PHI
2015-12-14,26,26,@,CHI,L,96,115,98.7,118.3,97.2,0.141,0.337,0.491,40.4,50.0,6.2,12.7,,0.473,10.1,17.3,0.098,,0.553,11.9,73.0,0.247,PHI
2015-12-16,27,27,@,ATL,L,106,127,108.8,130.4,97.4,0.32,0.347,0.619,56.1,51.3,5.1,3.5,,0.6,20.5,23.3,0.213,,0.679,11.9,92.6,0.269,PHI
2015-12-18,28,28,,NYK,L,97,107,98.9,109.1,98.1,0.39,0.312,0.538,42.4,40.5,7.1,7.6,,0.519,14.3,10.3,0.221,,0.506,13.4,69.6,0.247,PHI
2015-12-20,29,29,@,CLE,L,86,108,88.7,111.4,96.9,0.349,0.279,0.433,55.1,50.0,6.2,3.3,,0.378,16.1,32.0,0.244,,0.535,9.6,84.6,0.2,PHI
2015-12-22,30,30,,MEM,L,90,104,94.4,109.1,95.4,0.485,0.348,0.562,53.8,61.3,6.3,4.3,,0.523,24.5,27.0,0.318,,0.5,11.2,78.0,0.224,PHI
2015-12-23,31,31,@,MIL,L,100,113,100.6,113.7,99.4,0.358,0.247,0.533,54.7,64.9,12.1,9.6,,0.5,19.0,31.0,0.235,,0.629,15.3,84.8,0.071,PHI
2015-12-26,32,32,@,PHO,W,111,104,109.0,102.2,101.8,0.342,0.342,0.611,53.9,52.6,8.8,13.1,,0.557,18.8,21.6,0.291,,0.443,12.0,76.9,0.295,PHI
2015-12-28,33,33,@,UTA,L,91,95,93.2,97.3,97.6,0.221,0.244,0.482,41.1,55.6,8.2,15.5,,0.448,16.0,17.4,0.163,,0.375,13.1,65.9,0.381,PHI
2015-12-30,34,34,@,SAC,W,110,105,104.9,100.1,104.9,0.362,0.33,0.505,53.5,57.5,9.5,18.4,,0.473,10.7,29.1,0.223,,0.541,19.3,84.1,0.338,PHI
2016-01-01,35,35,@,LAL,L,84,93,89.0,98.5,94.4,0.298,0.286,0.442,50.0,67.7,6.4,14.1,,0.393,14.4,26.0,0.214,,0.408,9.1,74.0,0.253,PHI
2016-01-02,36,36,@,LAC,L,99,130,100.7,132.2,98.4,0.191,0.258,0.513,41.3,73.2,8.1,6.9,,0.511,11.1,18.0,0.09,,0.679,13.2,80.0,0.247,PHI
2016-01-04,37,37,,MIN,W,109,99,117.8,107.0,92.5,0.161,0.23,0.585,57.8,64.6,11.9,14.7,,0.575,14.7,36.4,0.103,,0.548,16.1,80.6,0.26,PHI
2016-01-07,38,38,,ATL,L,98,126,96.1,123.6,102.0,0.291,0.209,0.505,47.3,53.8,8.8,6.7,,0.483,18.5,29.2,0.174,,0.603,13.8,67.4,0.163,PHI
2016-01-09,39,39,,TOR,L,95,108,105.1,119.5,90.4,0.175,0.213,0.551,48.6,66.7,10.0,8.6,,0.556,13.1,22.5,0.075,,0.58,13.0,81.3,0.28,PHI
2016-01-10,40,40,,CLE,L,85,95,88.7,99.1,95.8,0.247,0.234,0.498,48.5,62.9,6.3,12.1,,0.494,18.2,15.6,0.117,,0.439,9.1,75.9,0.178,PHI
2016-01-14,41,41,,CHI,L (1 OT),111,115,109.8,113.7,91.6,0.215,0.29,0.545,39.1,54.8,12.9,7.0,,0.516,10.5,23.4,0.161,,0.506,18.5,57.5,0.295,PHI
2016-01-16,42,42,,POR,W,114,89,115.6,90.3,98.6,0.395,0.303,0.639,54.2,64.3,9.1,13.8,,0.618,12.7,9.4,0.263,,0.42,11.8,82.4,0.184,PHI
2016-01-18,43,43,@,NYK,L (2 OT),113,119,98.8,104.0,94.7,0.245,0.275,0.5,49.0,60.0,7.9,9.1,,0.49,10.3,14.0,0.127,,0.485,11.3,81.5,0.258,PHI
2016-01-20,44,44,@,ORL,W,96,87,103.0,93.4,93.2,0.284,0.257,0.577,46.6,55.6,8.6,11.9,,0.547,14.4,10.5,0.203,,0.417,12.8,74.0,0.202,PHI
2016-01-24,45,45,,BOS,L,92,112,88.6,107.9,103.8,0.225,0.292,0.47,48.0,48.6,11.6,8.3,,0.438,19.0,26.5,0.157,,0.5,13.2,69.4,0.155,PHI
2016-01-26,46,46,,PHO,W,113,103,114.0,103.9,99.1,0.444,0.346,0.583,47.7,64.1,9.1,9.4,,0.549,10.2,18.6,0.296,,0.506,15.1,76.7,0.229,PHI
2016-01-27,47,47,@,DET,L,97,110,103.7,117.6,93.5,0.207,0.232,0.542,42.7,61.5,6.4,10.0,,0.518,15.2,23.1,0.146,,0.456,8.5,58.0,0.297,PHI
2016-01-30,48,48,,GSW,L,105,108,101.4,104.3,103.6,0.228,0.315,0.519,41.2,54.8,17.4,6.2,,0.511,9.0,15.1,0.12,,0.563,19.3,72.7,0.011,PHI
2016-02-03,49,49,,ATL,L,86,124,80.4,116.0,106.9,0.167,0.321,0.477,42.2,77.1,6.5,13.9,,0.452,20.3,12.8,0.119,,0.576,14.9,74.4,0.196,PHI
2016-02-05,50,50,@,WAS,L,94,106,96.0,108.3,97.9,0.161,0.299,0.505,45.2,62.2,7.2,12.9,,0.477,13.9,14.0,0.126,,0.56,12.3,78.0,0.143,PHI
2016-02-06,51,51,,BRK,W,103,98,112.0,106.6,91.9,0.272,0.358,0.568,53.8,44.7,13.1,13.1,,0.531,13.4,32.5,0.21,,0.493,17.9,76.3,0.303,PHI
2016-02-08,52,52,,LAC,L (1 OT),92,98,88.2,94.0,94.5,0.233,0.278,0.464,50.9,58.8,6.7,6.8,,0.411,16.8,22.4,0.2,,0.395,9.9,75.4,0.242,PHI
2016-02-10,53,53,,SAC,L,110,114,114.9,119.1,95.7,0.187,0.385,0.558,50.0,69.0,9.4,14.1,,0.544,16.2,38.3,0.121,,0.529,11.5,63.4,0.253,PHI
2016-02-19,54,54,@,NOP,L,114,121,112.2,119.1,101.6,0.342,0.355,0.652,43.2,50.0,10.8,6.3,,0.605,17.9,8.8,0.289,,0.549,14.0,72.5,0.395,PHI
2016-02-21,55,55,@,DAL,L,103,129,109.6,137.3,94.0,0.351,0.364,0.579,42.2,51.4,8.5,7.8,,0.558,14.4,19.0,0.221,,0.559,9.0,65.9,0.4,PHI
2016-02-23,56,56,,ORL,L,115,124,113.2,122.1,101.6,0.329,0.266,0.636,45.6,53.5,6.9,5.6,,0.608,19.6,16.7,0.241,,0.524,9.6,69.8,0.412,PHI
2015-10-28,1,1,,DAL,L,95,111,93.2,108.9,102.0,0.379,0.276,0.468,52.5,44.1,2.9,4.7,,0.425,15.1,23.6,0.241,,0.529,7.5,87.0,0.247,PHO
2015-10-30,2,2,,POR,W,110,92,104.1,87.0,105.7,0.506,0.217,0.542,56.7,45.9,12.3,11.3,,0.47,15.8,26.2,0.386,,0.448,19.6,80.0,0.174,PHO
2015-10-31,3,3,@,POR,W,101,90,103.6,92.3,97.5,0.17,0.34,0.5,51.6,41.0,11.3,12.2,,0.473,11.4,23.9,0.128,,0.468,14.9,78.7,0.203,PHO
2015-11-02,4,4,@,LAC,L,96,102,98.3,104.5,97.6,0.214,0.306,0.448,54.5,63.9,8.2,1.8,,0.413,7.7,27.1,0.153,,0.506,10.8,92.9,0.247,PHO
2015-11-04,5,5,,SAC,W,118,97,120.0,98.6,98.3,0.265,0.277,0.637,55.4,60.0,14.2,6.7,,0.627,16.3,25.7,0.169,,0.542,16.0,82.1,0.071,PHO
2015-11-06,6,6,,DET,L,92,100,92.8,100.8,99.2,0.141,0.326,0.471,49.5,37.8,8.1,5.8,,0.457,14.1,21.2,0.087,,0.554,14.3,85.4,0.243,PHO
2015-11-08,7,7,@,OKC,L,103,124,97.6,117.4,105.6,0.31,0.19,0.54,38.8,47.4,6.6,1.4,,0.494,19.4,16.7,0.238,,0.543,12.3,60.5,0.234,PHO
2015-11-12,8,8,,LAC,W,118,104,117.1,103.3,100.7,0.253,0.361,0.64,55.4,50.0,9.9,4.7,,0.614,17.1,26.5,0.193,,0.494,12.0,75.5,0.167,PHO
2015-11-14,9,9,,DEN,W,105,81,103.5,79.8,101.4,0.31,0.286,0.55,57.6,51.4,3.9,1.6,,0.506,17.3,23.3,0.238,,0.378,9.0,83.9,0.071,PHO
2015-11-16,10,10,,LAL,W,120,101,128.3,108.0,93.5,0.269,0.323,0.577,57.5,51.1,13.9,10.5,,0.543,8.8,37.5,0.204,,0.539,15.7,82.1,0.234,PHO
2015-11-18,11,11,,CHI,L,97,103,101.9,108.2,95.2,0.231,0.297,0.484,47.8,43.2,12.6,6.3,,0.451,10.7,28.0,0.165,,0.548,17.6,72.5,0.145,PHO
2015-11-20,12,12,@,DEN,W,114,107,119.3,111.9,95.6,0.316,0.342,0.633,52.5,55.0,7.3,10.6,,0.601,17.4,29.4,0.241,,0.483,9.8,69.6,0.222,PHO
2015-11-22,13,13,@,NOP,L,116,122,110.8,116.6,104.7,0.367,0.4,0.555,48.4,48.6,5.7,7.3,,0.483,12.6,22.0,0.322,,0.524,12.0,77.8,0.388,PHO
2015-11-23,14,14,@,SAS,L,84,98,89.1,104.0,94.2,0.137,0.26,0.543,49.3,67.6,13.8,4.8,,0.514,26.6,25.0,0.123,,0.567,18.8,71.8,0.061,PHO
2015-11-25,15,15,,NOP,L,114,120,111.6,117.4,102.2,0.208,0.271,0.544,51.2,56.8,7.8,8.5,,0.51,8.7,22.9,0.167,,0.58,12.7,86.8,0.321,PHO
2015-11-27,16,16,,GSW,L,116,135,109.3,127.2,106.1,0.25,0.283,0.568,36.1,46.7,12.2,4.7,,0.543,12.1,14.3,0.174,,0.704,19.6,67.6,0.259,PHO
2015-11-29,17,17,@,TOR,W,107,102,112.6,107.4,95.0,0.213,0.287,0.52,53.8,60.0,4.2,15.8,,0.484,8.1,27.1,0.17,,0.512,10.5,82.2,0.163,PHO
2015-12-01,18,18,@,BRK,L,91,94,94.6,97.7,96.2,0.293,0.373,0.537,48.1,60.6,9.4,4.2,,0.507,15.9,10.0,0.2,,0.512,14.4,85.4,0.095,PHO
2015-12-02,19,19,@,DET,L (1 OT),122,127,114.1,118.8,96.9,0.155,0.34,0.589,41.9,59.6,6.5,5.0,,0.557,12.6,21.3,0.144,,0.575,14.5,66.7,0.31,PHO
2015-12-04,20,20,@,WAS,L,106,109,110.5,113.7,95.9,0.19,0.274,0.582,46.1,48.8,8.3,7.1,,0.571,18.0,31.6,0.119,,0.549,18.4,60.5,0.232,PHO
2015-12-06,21,21,@,MEM,L,93,95,98.7,100.8,94.3,0.207,0.378,0.52,50.5,55.6,8.5,6.7,,0.494,16.7,26.2,0.146,,0.428,10.7,70.6,0.2,PHO
2015-12-07,22,22,@,CHI,W,103,101,101.6,99.6,101.4,0.185,0.185,0.518,45.5,43.9,11.8,5.8,,0.484,15.3,23.8,0.152,,0.489,17.0,65.2,0.144,PHO
2015-12-09,23,23,,ORL,W,107,104,108.2,105.2,98.9,0.338,0.3,0.582,57.9,56.1,9.1,10.0,,0.55,16.4,28.9,0.238,,0.541,14.8,86.8,0.141,PHO
2015-12-11,24,24,,POR,L,96,106,104.1,114.9,92.2,0.217,0.422,0.528,44.0,58.3,8.7,11.3,,0.512,9.0,17.8,0.133,,0.531,10.8,69.6,0.042,PHO
2015-12-13,25,25,,MIN,W,108,101,110.7,103.5,97.6,0.276,0.345,0.554,50.0,71.8,16.4,14.8,,0.506,12.5,29.3,0.23,,0.507,21.4,74.3,0.37,PHO
2015-12-14,26,26,@,DAL,L,94,104,98.7,109.2,95.2,0.338,0.313,0.512,53.4,57.6,9.5,11.1,,0.469,14.8,25.0,0.238,,0.571,15.6,87.5,0.208,PHO
2015-12-16,27,27,@,GSW,L,103,128,95.1,118.2,108.3,0.198,0.242,0.521,45.6,68.3,10.2,7.1,,0.478,16.8,14.9,0.176,,0.608,14.5,79.1,0.239,PHO
2015-12-18,28,28,,NOP,W,104,88,108.2,91.5,96.1,0.202,0.19,0.568,55.6,50.0,10.4,4.1,,0.56,17.2,31.6,0.119,,0.394,19.3,76.7,0.451,PHO
2015-12-20,29,29,,MIL,L,95,101,99.0,105.3,95.9,0.324,0.243,0.562,51.3,54.5,8.3,3.2,,0.5,19.1,16.2,0.284,,0.551,12.7,84.6,0.177,PHO
2015-12-21,30,30,@,UTA,L,89,110,97.7,120.7,91.1,0.278,0.304,0.502,46.0,38.7,3.3,0.0,,0.437,12.8,20.0,0.253,,0.513,9.5,73.8,0.367,PHO
2015-12-23,31,31,,DEN,L,96,104,98.4,106.6,97.6,0.195,0.287,0.508,47.9,58.3,9.2,3.6,,0.489,14.5,24.5,0.126,,0.538,14.9,72.3,0.066,PHO
2015-12-26,32,32,,PHI,L,104,111,102.2,109.0,101.8,0.386,0.307,0.505,46.1,50.0,9.8,5.8,,0.443,12.0,23.1,0.295,,0.557,18.8,78.4,0.291,PHO
2015-12-28,33,33,,CLE,L,97,101,110.8,115.3,87.6,0.253,0.316,0.552,54.3,55.6,9.1,3.3,,0.525,15.4,34.1,0.177,,0.585,17.2,75.0,0.254,PHO
2015-12-30,34,34,@,SAS,L,79,112,83.0,117.6,95.2,0.222,0.222,0.444,43.9,56.3,6.3,4.8,,0.426,14.4,16.7,0.123,,0.605,12.6,82.4,0.263,PHO
2015-12-31,35,35,@,OKC,L,106,110,117.6,122.1,90.1,0.159,0.244,0.604,50.0,55.8,11.1,5.1,,0.573,15.4,30.6,0.146,,0.569,12.6,68.4,0.238,PHO
2016-01-02,36,36,@,SAC,L,119,142,114.0,136.0,104.4,0.337,0.349,0.624,35.2,62.8,8.6,10.9,,0.578,14.4,10.0,0.277,,0.661,12.1,67.7,0.31,PHO
2016-01-03,37,37,@,LAL,L,77,97,80.0,100.8,96.2,0.101,0.303,0.414,45.5,50.0,8.3,6.5,,0.393,13.1,16.7,0.079,,0.5,14.1,80.0,0.155,PHO
2016-01-06,38,38,,CHO,W,111,102,112.5,103.4,98.6,0.155,0.393,0.619,47.0,61.0,11.2,3.4,,0.601,11.8,5.4,0.119,,0.5,11.9,80.4,0.172,PHO
2016-01-08,39,39,,MIA,L,95,103,103.8,112.5,91.5,0.141,0.261,0.486,52.9,37.5,5.5,7.3,,0.467,12.5,30.0,0.098,,0.541,10.4,83.8,0.329,PHO
2016-01-12,40,40,@,IND,L,97,116,99.5,119.0,97.4,0.303,0.281,0.481,52.3,66.7,6.2,5.5,,0.449,15.1,32.7,0.191,,0.582,12.3,78.4,0.304,PHO
2016-01-15,41,41,@,BOS,L,103,117,100.8,114.5,102.2,0.315,0.303,0.508,44.6,68.6,8.8,7.6,,0.449,12.1,18.8,0.258,,0.51,9.9,67.9,0.198,PHO
2016-01-17,42,42,@,MIN,L,87,117,93.2,125.4,93.3,0.309,0.185,0.473,42.3,45.7,5.4,3.9,,0.451,14.0,21.4,0.173,,0.616,14.8,72.4,0.464,PHO
2016-01-19,43,43,,IND,L,94,97,94.2,97.2,99.8,0.358,0.432,0.501,53.5,53.6,4.0,3.2,,0.414,19.0,26.5,0.333,,0.434,12.5,80.0,0.301,PHO
2016-01-21,44,44,,SAS,L,89,117,95.5,125.5,93.2,0.284,0.222,0.488,50.0,56.3,3.2,5.6,,0.432,12.5,21.4,0.235,,0.541,7.5,77.3,0.279,PHO
2016-01-23,45,45,,ATL,W,98,95,103.2,100.0,95.0,0.306,0.282,0.508,54.7,64.7,10.5,12.0,,0.459,15.0,31.9,0.235,,0.476,14.8,77.1,0.179,PHO
2016-01-26,46,46,@,PHI,L,103,113,103.9,114.0,99.1,0.337,0.229,0.54,52.3,69.2,6.1,11.3,,0.506,15.1,23.3,0.229,,0.549,10.2,81.4,0.296,PHO
2016-01-27,47,47,@,CLE,L,93,115,104.4,129.1,89.1,0.357,0.286,0.574,47.9,75.8,6.7,3.8,,0.529,21.4,30.8,0.271,,0.623,12.9,68.8,0.173,PHO
2016-01-29,48,48,@,NYK,L,84,102,91.2,110.8,92.1,0.141,0.306,0.465,49.0,57.1,4.3,7.8,,0.453,15.1,23.5,0.082,,0.47,7.7,77.8,0.274,PHO
2016-01-31,49,49,@,DAL,L,78,91,88.8,103.6,87.9,0.324,0.311,0.461,51.2,48.1,8.0,12.2,,0.399,18.3,27.5,0.257,,0.449,13.7,71.7,0.269,PHO
2016-02-02,50,50,,TOR,L,97,104,107.3,115.1,90.4,0.19,0.392,0.567,52.1,62.2,5.5,8.5,,0.544,15.7,22.9,0.139,,0.534,12.0,78.9,0.338,PHO
2016-02-04,51,51,,HOU,L,105,111,106.6,112.6,98.5,0.386,0.349,0.541,52.4,68.8,9.1,2.3,,0.452,19.8,36.7,0.361,,0.517,13.8,66.7,0.256,PHO
2016-02-06,52,52,,UTA,L,89,98,102.8,113.2,86.6,0.325,0.3,0.487,47.0,63.3,3.5,9.7,,0.431,9.9,26.1,0.25,,0.468,8.9,73.0,0.321,PHO
2016-02-08,53,53,,OKC,L,106,122,111.4,128.2,95.2,0.534,0.151,0.588,48.6,59.5,9.5,7.7,,0.514,15.9,27.3,0.425,,0.582,12.5,65.9,0.271,PHO
2016-02-10,54,54,,GSW,L,104,112,97.5,105.0,106.7,0.237,0.215,0.506,50.0,51.2,6.6,12.2,,0.473,14.9,19.2,0.172,,0.494,11.3,83.3,0.27,PHO
2016-02-19,55,55,,HOU,L,100,116,94.0,109.0,106.4,0.427,0.427,0.513,44.0,76.7,6.6,11.1,,0.433,17.0,19.1,0.354,,0.519,16.3,70.5,0.449,PHO
2016-02-21,56,56,,SAS,L,111,118,111.3,118.3,99.7,0.237,0.269,0.541,52.3,60.5,6.0,7.6,,0.511,11.2,27.7,0.172,,0.585,11.0,80.5,0.268,PHO
2016-02-22,57,57,@,LAC,L,84,124,83.5,123.3,100.5,0.227,0.273,0.434,43.6,64.5,8.0,3.6,,0.392,14.2,18.9,0.17,,0.631,14.4,75.6,0.288,PHO
2015-10-28,1,1,,NOP,W,112,94,111.0,93.1,100.9,0.159,0.364,0.595,56.7,50.0,6.9,6.9,,0.568,11.3,15.0,0.136,,0.456,10.0,90.0,0.121,POR
2015-10-30,2,2,@,PHO,L,92,110,87.0,104.1,105.7,0.221,0.279,0.487,43.3,50.0,8.5,7.7,,0.448,19.6,20.0,0.174,,0.47,15.8,73.8,0.386,POR
2015-10-31,3,3,,PHO,L,90,101,92.3,103.6,97.5,0.354,0.38,0.493,48.4,60.6,7.2,8.1,,0.468,14.9,21.3,0.203,,0.473,11.4,76.1,0.128,POR
2015-11-02,4,4,@,MIN,W,106,101,105.6,100.6,100.4,0.225,0.337,0.542,52.9,43.9,5.0,9.1,,0.511,14.1,25.0,0.169,,0.449,13.5,81.4,0.38,POR
2015-11-04,5,5,@,UTA,W,108,92,115.5,98.4,93.5,0.416,0.325,0.593,54.5,26.8,5.3,10.9,,0.604,17.3,35.1,0.195,,0.403,8.1,68.6,0.239,POR
2015-11-05,6,6,,MEM,W,115,96,132.2,110.4,87.0,0.23,0.345,0.6,56.6,65.9,3.4,5.3,,0.592,7.7,32.6,0.138,,0.526,8.5,82.5,0.195,POR
2015-11-08,7,7,,DET,L,103,120,106.7,124.3,96.5,0.237,0.329,0.614,46.5,58.5,5.2,3.0,,0.599,20.8,20.0,0.158,,0.547,7.8,64.7,0.156,POR
2015-11-09,8,8,@,DEN,L,104,108,107.2,111.3,97.0,0.297,0.319,0.505,45.3,55.6,6.2,5.2,,0.451,8.0,20.4,0.242,,0.565,13.3,78.4,0.273,POR
2015-11-11,9,9,,SAS,L,101,113,108.9,121.9,92.7,0.261,0.25,0.515,46.2,66.7,6.5,4.5,,0.494,8.4,22.7,0.159,,0.604,10.9,76.5,0.171,POR
2015-11-13,10,10,@,MEM,L,100,101,111.7,112.8,89.5,0.42,0.319,0.612,55.1,51.5,5.6,14.3,,0.536,21.2,32.3,0.377,,0.453,7.6,70.2,0.267,POR
2015-11-15,11,11,@,CHO,L,94,106,103.1,116.2,91.2,0.236,0.236,0.478,55.4,57.1,5.5,5.8,,0.421,10.9,34.8,0.213,,0.548,10.7,81.1,0.181,POR
2015-11-16,12,12,@,SAS,L,80,93,92.1,107.1,86.8,0.173,0.253,0.496,45.3,48.4,4.6,4.5,,0.46,12.9,10.3,0.147,,0.466,6.0,74.5,0.112,POR
2015-11-18,13,13,@,HOU,L (1 OT),103,108,96.5,101.2,96.6,0.33,0.341,0.511,48.5,51.4,10.3,14.6,,0.449,15.9,20.8,0.273,,0.424,13.7,74.5,0.326,POR
2015-11-20,14,14,,LAC,W,102,91,107.9,96.3,94.5,0.267,0.278,0.507,56.7,42.1,8.5,4.8,,0.467,12.2,34.7,0.2,,0.483,12.3,79.2,0.093,POR
2015-11-22,15,15,@,LAL,W,107,93,114.2,99.3,93.7,0.195,0.287,0.566,45.7,62.8,7.5,11.4,,0.54,9.6,16.3,0.149,,0.398,9.1,70.6,0.261,POR
2015-11-24,16,16,,CHI,L,88,93,91.5,96.7,96.2,0.307,0.25,0.441,55.6,58.1,5.2,13.2,,0.386,12.3,29.6,0.227,,0.424,9.4,86.7,0.233,POR
2015-11-28,17,17,,LAL,W,108,96,117.4,104.3,92.0,0.333,0.385,0.604,58.2,63.2,5.4,3.4,,0.564,15.2,30.8,0.256,,0.482,8.9,85.0,0.207,POR
2015-11-30,18,18,@,LAC,L,87,102,86.5,101.4,100.6,0.31,0.264,0.44,49.5,54.5,6.0,3.0,,0.408,15.4,26.0,0.184,,0.435,8.4,69.5,0.329,POR
2015-12-01,19,19,,DAL,L (1 OT),112,115,107.9,110.8,94.0,0.17,0.4,0.521,50.5,58.5,5.8,1.5,,0.485,12.2,26.0,0.15,,0.505,10.3,75.5,0.213,POR
2015-12-03,20,20,,IND,W,123,111,133.1,120.1,92.4,0.235,0.424,0.656,53.9,59.1,11.9,5.2,,0.624,13.8,36.6,0.2,,0.506,10.9,68.8,0.25,POR
2015-12-05,21,21,@,MIN,W,109,103,115.7,109.4,94.2,0.39,0.26,0.604,47.1,59.0,7.4,4.4,,0.571,13.4,20.0,0.273,,0.488,12.9,71.1,0.265,POR
